id	start_ener	final_ener	rms
H4N	    8.83	    3.61	   0.042
HFB	    3.92	    0.69	   0.042
IS9	  -36.74	  -41.23	   0.042
JZ1	  -18.07	  -19.97	   0.042
K2I	   -1.29	   -4.46	   0.042
KM6	    1.63	   -1.52	   0.042
LG4	 -112.65	 -115.97	   0.042
MCH	   -5.48	   -7.06	   0.042
MCM	 -108.59	 -112.59	   0.042
NKT	    1.37	   -5.30	   0.042
NKW	   -2.01	   -7.89	   0.042
NL2	   -2.40	   -8.80	   0.042
O8U	  -29.58	  -33.81	   0.042
OTB	  -93.99	  -98.05	   0.042
P5N	   -1.96	   -4.74	   0.042
R9W	  -76.37	  -79.88	   0.042
SE2	   14.49	   10.07	   0.042
SWD	    0.82	   -5.43	   0.042
TCZ	  -21.74	  -23.78	   0.042
TM7	  -13.93	  -19.19	   0.042
TMA	   24.58	   22.45	   0.042
UYY	  -68.14	  -71.94	   0.042
VCU	   -4.14	   -5.99	   0.042
VFH	  -92.11	  -97.28	   0.042
XLP	  -53.26	  -59.68	   0.042
XO9	  -20.51	  -23.33	   0.042
ZAW	  -60.68	  -63.30	   0.042
0CU	  -10.03	  -16.52	   0.043
10L	    7.98	    0.86	   0.043
16Q	  -10.37	  -12.50	   0.043
1LW	  -64.87	  -69.51	   0.043
1SQ	 -106.08	 -110.89	   0.043
24T	 -101.00	 -103.49	   0.043
2A7	  -95.67	  -98.69	   0.043
34Z	  -47.56	  -50.99	   0.043
3GZ	    2.38	    0.86	   0.043
4DX	   -6.97	   -9.47	   0.043
4H2	  -51.09	  -54.36	   0.043
4MU	  -80.98	  -85.21	   0.043
53C	    1.53	   -1.50	   0.043
5F5	  -45.38	  -49.26	   0.043
5NS	  -73.43	  -81.31	   0.043
5RO	   23.47	   16.93	   0.043
5WV	   11.23	    6.83	   0.043
6EX	    3.99	   -0.09	   0.043
6HX	  -26.69	  -30.86	   0.043
7CL	   -2.16	   -3.05	   0.043
7JL	  -90.05	  -95.06	   0.043
7ME	 -153.55	 -156.78	   0.043
8H8	  -45.49	  -48.22	   0.043
8PJ	 -133.03	 -136.79	   0.043
8TX	 -220.33	 -225.58	   0.043
9FL	   12.85	    9.69	   0.043
9KZ	  -48.47	  -54.22	   0.043
9LI	   -4.92	  -11.18	   0.043
ADE	  -63.78	  -69.35	   0.043
ANE	  -63.78	  -69.35	   0.043
BU1	  -16.62	  -18.15	   0.043
BU2	  -25.27	  -27.27	   0.043
COU	  -27.38	  -30.65	   0.043
DA1	  -69.20	  -75.33	   0.043
EJD	  -49.28	  -54.21	   0.043
F05	  -61.03	  -63.32	   0.043
FC5	  -31.84	  -34.79	   0.043
FYU	 -172.81	 -176.43	   0.043
GNV	 -213.66	 -223.14	   0.043
GQR	   -9.38	  -12.64	   0.043
HGW	    0.95	   -1.35	   0.043
HH8	    4.12	   -0.39	   0.043
HQY	   -5.61	   -9.86	   0.043
JNZ	  -54.95	  -61.31	   0.043
JPZ	 -140.50	 -146.38	   0.043
JQW	  -52.21	  -59.28	   0.043
JUW	  -58.46	  -65.15	   0.043
JZ9	   -5.82	   -8.51	   0.043
K6F	   28.09	   22.04	   0.043
KDY	    6.48	    0.63	   0.043
KZ6	  -58.13	  -61.26	   0.043
L8H	  -60.82	  -66.56	   0.043
MY6	 -297.94	 -303.85	   0.043
NU1	 -102.39	 -107.77	   0.043
PHB	  -79.55	  -83.31	   0.043
RP7	   12.61	    9.08	   0.043
SML	  -33.56	  -35.81	   0.043
T6R	   -2.27	   -6.28	   0.043
TCV	   -5.89	   -7.17	   0.043
TMM	 -221.21	 -226.73	   0.043
U1Q	  -93.50	  -96.76	   0.043
WBU	  -79.09	  -85.31	   0.043
WUT	  -10.24	  -15.43	   0.043
Y8D	   -8.06	   -9.88	   0.043
YC5	   -6.09	   -9.54	   0.043
Z0B	   14.44	    8.14	   0.043
Z5I	  -69.78	  -76.18	   0.043
ZR9	 -217.77	 -221.71	   0.043
ZS7	  -96.09	 -100.77	   0.043
ZZ1	  -39.61	  -43.76	   0.043
07L	  -67.67	  -71.99	   0.044
09V	    3.32	    2.22	   0.044
1LD	 -190.57	 -195.08	   0.044
2AC	  -13.91	  -18.56	   0.044
2CK	    5.30	    2.34	   0.044
2I3	   18.17	   11.91	   0.044
3AO	  -11.09	  -14.39	   0.044
3ID	  -12.75	  -19.70	   0.044
3Z7	  -12.17	  -16.10	   0.044
4AY	  -51.31	  -54.23	   0.044
4XX	   27.91	   22.85	   0.044
5OZ	   11.05	    9.48	   0.044
5XC	    8.61	    2.93	   0.044
81U	   19.87	   12.26	   0.044
8SD	    4.42	    0.57	   0.044
AKK	   -9.35	  -13.29	   0.044
AZ8	 -150.56	 -154.61	   0.044
B7S	 -151.33	 -157.59	   0.044
D6V	  -14.35	  -19.69	   0.044
DD9	    2.69	    1.62	   0.044
E8N	    5.88	    3.33	   0.044
EH1	  -49.16	  -52.72	   0.044
FFP	    6.95	    3.42	   0.044
FP2	   -0.57	   -3.38	   0.044
H4E	  -53.09	  -56.99	   0.044
HUP	  -70.71	  -77.09	   0.044
IV2	  -75.63	  -82.23	   0.044
K34	   32.68	   28.06	   0.044
LEN	   -5.51	   -7.13	   0.044
LOW	  -36.14	  -40.60	   0.044
MOE	  -32.26	  -35.72	   0.044
N8Y	  -53.17	  -58.46	   0.044
NY5	  -51.10	  -54.52	   0.044
NYQ	   20.43	   17.03	   0.044
OUT	 -137.69	 -145.34	   0.044
PM6	  -15.38	  -21.01	   0.044
PYG	  -11.66	  -20.28	   0.044
QD7	 -102.38	 -104.54	   0.044
T1I	  -42.43	  -44.84	   0.044
TFS	   16.13	   14.34	   0.044
TID	 -107.18	 -112.44	   0.044
U8N	  -21.96	  -26.53	   0.044
U8O	  -89.97	  -94.04	   0.044
URO	 -100.33	 -103.71	   0.044
V92	 -106.54	 -109.88	   0.044
VTL	  -17.51	  -20.90	   0.044
WBD	  -20.04	  -24.63	   0.044
YBU	   33.03	   29.70	   0.044
ZO8	  -22.41	  -28.61	   0.044
01U	  -97.34	 -103.71	   0.045
0CL	  -11.42	  -12.32	   0.045
0P6	 -110.42	 -116.80	   0.045
0UI	  -60.52	  -64.90	   0.045
16D	  -13.75	  -16.04	   0.045
282	    7.80	    4.60	   0.045
2CH	   -5.21	   -7.82	   0.045
2SL	  -12.07	  -13.77	   0.045
3H7	  -57.71	  -63.94	   0.045
3IS	   20.16	   16.66	   0.045
3KH	  -60.12	  -69.00	   0.045
4HA	  -36.34	  -38.39	   0.045
4HB	  -41.87	  -44.92	   0.045
54T	  -76.73	  -83.33	   0.045
5AC	  -73.59	  -77.54	   0.045
5OB	  -26.94	  -32.95	   0.045
5WY	  -44.67	  -48.69	   0.045
6FD	  -59.85	  -67.65	   0.045
7M0	    1.29	   -4.27	   0.045
7VS	  -12.79	  -23.00	   0.045
82S	   18.35	   13.75	   0.045
ABV	  -71.37	  -77.26	   0.045
AMT	  -86.10	  -88.80	   0.045
ANN	  -67.44	  -71.42	   0.045
B58	  -41.64	  -49.28	   0.045
B74	   -5.51	   -7.13	   0.045
BCT	 -155.48	 -160.52	   0.045
BOP	   -8.87	  -11.52	   0.045
CFH	   23.15	   19.79	   0.045
DMI	  -10.72	  -14.05	   0.045
DNA	  -97.59	 -105.50	   0.045
EA1	   -2.74	  -12.35	   0.045
FKZ	   -5.47	   -7.18	   0.045
GUN	 -205.54	 -211.00	   0.045
HOW	  -68.33	  -72.41	   0.045
HS0	  -47.70	  -53.72	   0.045
J9W	 -117.05	 -120.36	   0.045
JAW	  -47.04	  -53.07	   0.045
K8C	    0.48	   -2.60	   0.045
L3K	  -54.24	  -57.27	   0.045
LW6	   14.05	    8.21	   0.045
MR4	   -3.26	  -10.94	   0.045
MR6	   14.99	    8.48	   0.045
Q88	 -163.08	 -168.57	   0.045
QF6	  -41.39	  -46.61	   0.045
QFZ	    7.66	    3.56	   0.045
TQE	 -383.87	 -396.57	   0.045
W5M	 -128.71	 -135.32	   0.045
WUS	  -54.67	  -57.42	   0.045
XAN	 -111.09	 -114.93	   0.045
Y2C	  -20.84	  -24.94	   0.045
YFR	 -111.45	 -115.59	   0.045
0D1	  -32.68	  -36.40	   0.046
1BP	   -6.50	   -8.53	   0.046
1DR	    9.63	    1.88	   0.046
1HN	 -103.04	 -110.52	   0.046
1IT	   24.42	   21.28	   0.046
1LY	  -33.50	  -40.44	   0.046
25T	    0.29	   -5.99	   0.046
28Y	 -134.75	 -140.60	   0.046
2D0	  -56.59	  -63.36	   0.046
2MI	   -0.50	   -4.86	   0.046
3MA	  -83.73	  -94.81	   0.046
4FS	   22.32	   17.14	   0.046
4G6	   -4.64	   -7.91	   0.046
4NA	  -26.47	  -32.51	   0.046
5B1	  -57.80	  -64.17	   0.046
5JF	    0.96	   -3.99	   0.046
7EX	   10.26	    7.85	   0.046
8IG	 -207.24	 -213.83	   0.046
A1U	   27.72	   21.54	   0.046
BBF	    3.31	   -0.27	   0.046
CDR	  -26.48	  -31.03	   0.046
CNX	   -7.92	   -8.94	   0.046
EBH	   -6.45	   -8.47	   0.046
EBJ	   -8.08	  -12.07	   0.046
EPI	   -1.08	   -3.78	   0.046
EPT	  -20.07	  -22.41	   0.046
ES4	   -5.28	  -11.49	   0.046
FAC	   18.24	    5.52	   0.046
HF9	 -102.63	 -107.18	   0.046
HFC	  -49.35	  -55.09	   0.046
IDM	   -5.21	   -8.63	   0.046
MMZ	  -30.68	  -33.35	   0.046
MPB	  -34.96	  -38.57	   0.046
N3D	   -9.10	  -11.37	   0.046
NKB	    2.32	   -4.58	   0.046
NVI	   -2.37	   -6.60	   0.046
OXU	    3.90	    2.10	   0.046
PE0	 -165.36	 -172.51	   0.046
QNN	   77.30	   71.64	   0.046
QPR	   25.59	   18.77	   0.046
SNE	   10.69	    7.73	   0.046
TCA	  -69.34	  -72.65	   0.046
TJJ	 -136.69	 -142.72	   0.046
URC	 -211.58	 -216.95	   0.046
Z0W	   14.09	    9.07	   0.046
ZBR	   -8.34	  -10.41	   0.046
150	    0.03	   -6.62	   0.047
1P8	   18.72	   15.03	   0.047
36N	   53.88	   47.63	   0.047
3HM	  -65.64	  -70.97	   0.047
4HC	  -87.78	  -92.20	   0.047
54K	 -111.31	 -117.65	   0.047
5BR	   -3.06	   -3.98	   0.047
5SN	   18.11	    9.73	   0.047
70S	  -30.10	  -39.82	   0.047
8IA	    4.71	    1.64	   0.047
94N	  -10.53	  -14.12	   0.047
ADZ	  -42.41	  -49.40	   0.047
B0E	  -88.59	  -96.35	   0.047
BCF	    3.70	   -0.10	   0.047
C5J	 -205.41	 -207.75	   0.047
CEE	   -3.34	   -4.58	   0.047
CGD	  -36.01	  -43.42	   0.047
D10	    2.93	    1.74	   0.047
ES2	   15.74	   11.97	   0.047
F66	    0.03	   -4.76	   0.047
G18	  -24.06	  -27.90	   0.047
GVH	  -20.40	  -25.60	   0.047
H5B	 -102.87	 -111.15	   0.047
HE4	   -6.75	   -8.11	   0.047
HEW	 -133.82	 -136.93	   0.047
JKP	  -78.68	  -83.08	   0.047
JSO	 -170.97	 -178.91	   0.047
K17	   -0.56	   -6.26	   0.047
L3C	  -48.39	  -51.40	   0.047
L97	   24.20	   19.81	   0.047
LSA	  -72.78	  -76.90	   0.047
M6N	  -78.44	  -82.87	   0.047
MO8	  -85.84	  -89.13	   0.047
NEQ	  -33.91	  -37.86	   0.047
O7R	   10.92	    6.23	   0.047
O8C	  -10.62	  -13.48	   0.047
OTW	 -140.12	 -146.50	   0.047
PJ0	  -81.81	  -87.13	   0.047
PUI	  -98.71	 -103.65	   0.047
QOS	   16.80	   11.67	   0.047
R8V	  -19.64	  -24.57	   0.047
T0A	 -354.49	 -360.87	   0.047
TZ9	    0.79	   -2.44	   0.047
TZE	  -16.04	  -19.01	   0.047
UB7	 -115.41	 -119.70	   0.047
UMH	  -85.29	  -91.68	   0.047
VBC	  -86.59	  -91.28	   0.047
VNL	  -65.14	  -70.39	   0.047
VXA	  -90.10	  -91.88	   0.047
WHX	  -14.12	  -15.58	   0.047
X8D	    1.22	   -3.64	   0.047
XL3	   -2.00	   -2.98	   0.047
XQZ	    4.26	    1.66	   0.047
Y6M	 -135.89	 -139.86	   0.047
YTP	  -10.93	  -14.65	   0.047
226	 -104.06	 -111.62	   0.048
24B	  -21.38	  -24.92	   0.048
2AP	  -34.12	  -40.44	   0.048
34L	  -31.77	  -39.86	   0.048
3AP	  -37.54	  -44.90	   0.048
3XX	   42.07	   38.05	   0.048
4FA	   -8.49	  -10.54	   0.048
4MI	  -60.44	  -64.05	   0.048
6QF	   37.17	   30.17	   0.048
8MB	  -70.44	  -74.03	   0.048
8MD	    2.58	   -1.19	   0.048
8NY	   17.26	   11.11	   0.048
93Q	 -108.62	 -112.21	   0.048
9DG	 -228.11	 -234.49	   0.048
9TA	   33.89	   30.47	   0.048
9X5	   10.31	    4.74	   0.048
ANG	 -295.78	 -302.68	   0.048
AVH	    2.59	   -1.23	   0.048
AZA	 -111.15	 -115.52	   0.048
BU4	  -25.63	  -27.34	   0.048
CFF	 -139.92	 -146.30	   0.048
CWJ	  -12.54	  -18.12	   0.048
DB1	  -83.22	  -87.69	   0.048
G1O	  -23.26	  -28.82	   0.048
HLR	  -46.06	  -50.51	   0.048
HYN	  -73.71	  -78.21	   0.048
I3V	  -99.47	 -107.32	   0.048
I4B	    2.05	    0.63	   0.048
JG8	  -50.13	  -56.68	   0.048
KBQ	 -137.03	 -141.97	   0.048
L6X	  -64.81	  -69.88	   0.048
MIB	    5.49	   -1.16	   0.048
MPS	  -89.97	  -91.81	   0.048
NPD	   12.57	    8.35	   0.048
NZ1	  -90.19	  -96.56	   0.048
OW4	  -75.24	  -79.47	   0.048
PLQ	    2.14	   -1.25	   0.048
PWX	  -81.85	  -87.30	   0.048
QN8	   77.29	   71.65	   0.048
QYE	  -77.31	  -83.57	   0.048
SRO	  -12.25	  -17.57	   0.048
V2R	 -107.42	 -112.84	   0.048
VQQ	   -6.65	  -10.28	   0.048
XBB	    3.80	    0.38	   0.048
XL4	    2.28	   -2.67	   0.048
YH7	 -140.76	 -151.36	   0.048
ZA9	   15.76	    8.35	   0.048
0TR	   36.33	   32.04	   0.049
1HU	    7.43	    1.92	   0.049
2XR	   12.24	    5.85	   0.049
39A	  -54.87	  -65.55	   0.049
495	   31.05	   25.26	   0.049
4PA	   -0.37	   -2.74	   0.049
6AH	  -14.85	  -16.84	   0.049
71B	  -30.63	  -35.79	   0.049
81J	  -70.35	  -74.06	   0.049
8CM	  -25.50	  -31.29	   0.049
8O9	   10.57	    7.20	   0.049
92O	   -2.69	   -9.57	   0.049
9E6	  -46.27	  -50.04	   0.049
9JE	  -16.42	  -18.03	   0.049
AIW	    4.88	   -1.56	   0.049
BNL	    4.92	    3.00	   0.049
BRG	 -305.41	 -311.32	   0.049
BZQ	   16.59	   14.27	   0.049
D8B	  -41.09	  -44.97	   0.049
DIC	   -2.27	   -8.51	   0.049
DQL	  -80.60	  -88.02	   0.049
EDN	   17.19	   14.52	   0.049
EQT	  -64.55	  -71.98	   0.049
F4K	    5.14	    1.21	   0.049
FGZ	  -59.46	  -64.72	   0.049
FJO	 -165.88	 -172.35	   0.049
GIQ	  -90.42	  -96.93	   0.049
GQA	    3.91	   -0.65	   0.049
IPB	  -21.80	  -23.94	   0.049
JTH	   42.82	   37.86	   0.049
KYR	 -106.77	 -110.86	   0.049
L89	    8.56	    2.97	   0.049
M0W	  -31.08	  -36.87	   0.049
NIT	  -58.07	  -61.52	   0.049
NRH	    8.38	    3.56	   0.049
OC9	   -6.48	   -7.95	   0.049
PBO	  -21.12	  -23.70	   0.049
PIY	  -12.09	  -13.91	   0.049
Q2O	  -24.27	  -29.18	   0.049
QX2	  -35.10	  -40.78	   0.049
RKT	  108.65	  100.68	   0.049
SO2	  -18.28	  -23.93	   0.049
TBP	  -13.44	  -17.47	   0.049
TC7	  -10.75	  -14.37	   0.049
V55	   -8.62	  -13.57	   0.049
VVP	    6.34	   -0.51	   0.049
WHR	  -90.10	  -97.39	   0.049
XAP	   -4.82	   -6.99	   0.049
XIZ	  -93.54	  -97.30	   0.049
XJ0	 -121.98	 -126.48	   0.049
XS8	  -30.03	  -33.75	   0.049
XTN	 -288.33	 -297.59	   0.049
XUK	  -26.31	  -34.34	   0.049
YLG	   -3.28	   -6.67	   0.049
YV4	   15.31	   11.74	   0.049
ZTN	   -2.77	   -6.03	   0.049
09U	   11.54	    9.90	   0.050
12Q	   -2.10	   -7.88	   0.050
2CQ	   -1.91	   -8.33	   0.050
2HO	  -39.83	  -43.14	   0.050
3QO	  -16.80	  -18.83	   0.050
4HR	   -0.22	   -3.43	   0.050
4WT	   12.76	    8.64	   0.050
54D	  -21.19	  -24.35	   0.050
5JL	 -197.46	 -203.06	   0.050
6ME	 -144.44	 -147.84	   0.050
6NZ	  -19.58	  -23.48	   0.050
74I	  -30.55	  -33.66	   0.050
7GD	 -114.51	 -123.20	   0.050
7WR	  -67.86	  -74.37	   0.050
9AY	    0.78	   -5.46	   0.050
9FE	  -43.65	  -51.14	   0.050
B55	 -222.01	 -229.28	   0.050
BRV	  -87.29	  -94.98	   0.050
BZ3	    3.07	   -3.32	   0.050
DDP	  -93.29	 -106.62	   0.050
DMW	   38.70	   34.13	   0.050
DPT	   19.08	   13.39	   0.050
DPZ	 -108.24	 -114.01	   0.050
DUB	    2.00	   -1.59	   0.050
ETA	   10.53	    7.87	   0.050
GXT	    5.30	    3.05	   0.050
HC4	  -90.13	  -94.19	   0.050
IIS	 -157.71	 -160.88	   0.050
J1Z	   22.95	   14.88	   0.050
JSX	  -73.32	  -77.45	   0.050
JYX	 -107.15	 -112.43	   0.050
KSW	   24.50	   18.73	   0.050
L22	 -139.82	 -144.82	   0.050
LI6	    9.95	    2.69	   0.050
M1H	  -77.08	  -81.42	   0.050
N1E	  -19.84	  -25.07	   0.050
NBN	   -7.89	   -9.09	   0.050
NWO	   -2.20	   -4.75	   0.050
SVT	   21.12	   13.69	   0.050
TZL	    1.10	   -1.47	   0.050
UUJ	  -24.02	  -27.49	   0.050
VOE	    4.71	    2.63	   0.050
X0Y	  -75.51	  -83.10	   0.050
X1J	  -36.33	  -41.84	   0.050
ZPI	    1.52	   -3.74	   0.050
ZXZ	  -11.52	  -17.15	   0.050
0FO	  -91.07	  -95.81	   0.051
0HO	  -55.92	  -66.97	   0.051
0R0	  -20.03	  -23.26	   0.051
196	  -29.81	  -36.34	   0.051
1ES	    3.03	   -1.94	   0.051
1OH	  -16.06	  -19.42	   0.051
2C9	    8.10	    2.45	   0.051
2PP	  -50.01	  -52.59	   0.051
2QV	  -58.79	  -64.27	   0.051
2UV	 -106.51	 -112.17	   0.051
3MC	 -133.61	 -139.11	   0.051
4JJ	   -3.74	   -9.39	   0.051
4K8	   -2.29	   -8.15	   0.051
4OS	  -73.64	  -79.84	   0.051
5FS	  -88.55	  -95.50	   0.051
5JQ	 -191.16	 -196.92	   0.051
8T1	  -23.68	  -30.53	   0.051
B4M	   -7.25	   -8.87	   0.051
BAM	  -80.82	  -84.99	   0.051
BP1	  -14.22	  -21.31	   0.051
CAE	   19.05	   14.31	   0.051
CW6	  -20.20	  -25.72	   0.051
DX4	 -189.11	 -196.47	   0.051
EDO	    8.51	    6.37	   0.051
ES7	  -80.86	  -85.03	   0.051
FAN	  -14.76	  -17.21	   0.051
FQ6	  -24.43	  -29.39	   0.051
GF3	    3.23	   -0.98	   0.051
GOJ	  -20.84	  -26.63	   0.051
IGT	  -64.30	  -73.00	   0.051
ITU	 -136.97	 -139.96	   0.051
JOX	    1.29	   -2.90	   0.051
JRO	  -72.28	  -83.56	   0.051
K6U	   -6.08	  -12.02	   0.051
M2H	  -11.25	  -13.90	   0.051
MBR	   -7.25	   -8.87	   0.051
MHD	   -7.16	  -15.05	   0.051
MQO	  -31.38	  -40.30	   0.051
MR5	   -6.42	  -15.53	   0.051
N3M	  -53.02	  -56.95	   0.051
OVM	  -55.90	  -59.98	   0.051
P6N	   20.51	   17.60	   0.051
Q6Z	    5.33	    1.17	   0.051
QTQ	  -82.27	  -85.99	   0.051
RCW	  -93.33	  -96.43	   0.051
T6C	   -8.11	  -12.18	   0.051
UTJ	  -13.03	  -17.45	   0.051
W15	   -5.14	   -8.51	   0.051
XIX	 -244.52	 -248.28	   0.051
YAZ	  -77.88	  -82.73	   0.051
Z07	  -79.93	  -86.23	   0.051
2AK	   26.66	   21.69	   0.052
2FY	  -82.40	  -86.46	   0.052
2MH	  -10.52	  -13.18	   0.052
32Y	  -18.48	  -25.70	   0.052
3KP	   -5.97	   -7.60	   0.052
4JL	   -7.54	   -9.63	   0.052
4ZC	  -23.34	  -26.90	   0.052
5P3	  -85.11	  -92.48	   0.052
7CB	 -128.17	 -142.55	   0.052
9BE	  -28.69	  -31.20	   0.052
9U2	   25.28	   21.70	   0.052
ADK	  -77.66	  -89.58	   0.052
AEH	  -19.14	  -22.27	   0.052
ATO	    9.65	    7.50	   0.052
BJK	  -46.69	  -51.59	   0.052
BRT	  -78.40	  -81.73	   0.052
CLW	  -22.37	  -26.25	   0.052
DC4	   20.55	   17.10	   0.052
DK0	  -11.71	  -13.61	   0.052
DSR	  -39.30	  -46.48	   0.052
FCW	   25.51	   20.91	   0.052
FE3	  -51.85	  -56.30	   0.052
GQV	   20.22	   15.72	   0.052
HEZ	  -15.92	  -17.67	   0.052
HFO	   -4.49	   -9.11	   0.052
HH5	  -71.32	  -78.04	   0.052
HKY	  -50.62	  -55.20	   0.052
HWC	   21.40	   16.04	   0.052
I1E	   18.36	   15.99	   0.052
INO	  -48.00	  -55.23	   0.052
ISN	   26.51	   22.10	   0.052
KB5	  -86.59	  -92.27	   0.052
LFU	  -34.40	  -37.16	   0.052
MHW	   -7.90	  -14.91	   0.052
MOG	 -205.22	 -215.33	   0.052
MZZ	  -48.68	  -54.15	   0.052
N36	  -11.62	  -16.43	   0.052
OVP	  -58.14	  -61.83	   0.052
P4Q	  -16.22	  -22.21	   0.052
P5Z	  -95.81	 -103.31	   0.052
QOI	  -89.93	  -95.79	   0.052
QSH	  -73.44	  -79.08	   0.052
RKX	 -122.35	 -125.94	   0.052
TZF	  -16.90	  -21.20	   0.052
UMK	  -24.63	  -28.88	   0.052
V5L	   -4.37	   -9.51	   0.052
V8Q	  -38.62	  -43.79	   0.052
1WD	  -57.30	  -71.25	   0.053
204	 -194.35	 -199.29	   0.053
265	  -20.69	  -24.06	   0.053
2BN	    4.95	    0.02	   0.053
2HQ	   24.67	   20.18	   0.053
34D	  -92.63	  -97.68	   0.053
35C	  -15.87	  -20.68	   0.053
3AE	  -40.54	  -44.02	   0.053
3CE	   -6.20	  -10.66	   0.053
3MT	  -26.94	  -32.19	   0.053
4RW	 -117.27	 -120.76	   0.053
4WU	  -30.87	  -35.43	   0.053
6L3	   -5.67	   -9.25	   0.053
72R	   29.92	   25.25	   0.053
72S	   28.67	   23.80	   0.053
72T	   13.69	    8.54	   0.053
7MK	  -74.29	  -80.89	   0.053
7WQ	  -26.29	  -30.36	   0.053
81M	  -61.65	  -64.97	   0.053
8RU	  -20.06	  -23.34	   0.053
8TJ	  -27.83	  -33.96	   0.053
93K	  -42.47	  -49.94	   0.053
97W	  -39.31	  -44.89	   0.053
A9W	  -51.71	  -56.10	   0.053
B0I	    0.02	   -2.27	   0.053
BP7	  -16.32	  -20.55	   0.053
BPY	  -11.67	  -15.73	   0.053
BSW	  -14.19	  -21.25	   0.053
DNH	    7.21	    0.61	   0.053
DVH	    6.41	    2.52	   0.053
EMB	  -61.45	  -63.45	   0.053
EYK	   -5.82	  -12.81	   0.053
F0J	  -18.30	  -23.61	   0.053
F3B	   -1.23	   -6.12	   0.053
FIJ	  -75.75	  -83.20	   0.053
FLV	  -54.26	  -61.33	   0.053
FU0	  -95.89	 -100.14	   0.053
G12	  -51.59	  -57.60	   0.053
H4Q	  -19.90	  -22.11	   0.053
HQD	  -34.59	  -40.83	   0.053
HQN	  -39.53	  -43.99	   0.053
IBF	    0.42	   -3.87	   0.053
IDI	   -3.80	   -7.36	   0.053
J66	   41.40	   36.35	   0.053
J69	    0.17	   -2.89	   0.053
JH4	  -46.58	  -49.98	   0.053
L3S	  -50.01	  -54.49	   0.053
LVU	   -7.68	  -13.99	   0.053
LW3	  -12.55	  -19.29	   0.053
LWG	  -88.23	  -95.07	   0.053
MW7	  -50.88	  -53.80	   0.053
NP0	   20.88	   18.31	   0.053
NSE	  -23.33	  -28.32	   0.053
NXT	  -52.83	  -57.75	   0.053
OV9	 -212.50	 -221.18	   0.053
OW7	  -58.75	  -62.59	   0.053
OXQ	  -57.34	  -66.77	   0.053
P18	   -6.61	   -9.25	   0.053
PFB	   -8.13	  -11.94	   0.053
PHH	    5.98	   -0.11	   0.053
PTO	  -14.08	  -18.46	   0.053
QAB	  -87.15	  -92.45	   0.053
RTH	 -121.33	 -128.11	   0.053
STH	 -120.10	 -125.15	   0.053
UND	    3.18	    1.85	   0.053
V0X	    2.85	   -0.67	   0.053
V1E	  -20.59	  -25.10	   0.053
V6C	   -9.40	  -15.02	   0.053
VXX	  -15.64	  -20.85	   0.053
WE4	  -91.45	  -98.90	   0.053
WI3	  -98.29	 -102.29	   0.053
X0U	  -62.34	  -70.54	   0.053
XZZ	  -63.37	  -68.79	   0.053
YEZ	   47.42	   41.58	   0.053
15E	  -34.54	  -39.69	   0.054
16R	   -4.47	   -6.54	   0.054
1O7	  -47.86	  -53.25	   0.054
23W	  -18.53	  -22.55	   0.054
24W	  -19.56	  -23.98	   0.054
275	  -41.49	  -47.97	   0.054
32X	  -50.53	  -55.24	   0.054
42J	    1.41	   -1.50	   0.054
4FP	   -4.51	   -8.25	   0.054
5G2	  -95.14	 -101.36	   0.054
5PN	   -3.43	   -9.94	   0.054
6SL	  -38.19	  -42.97	   0.054
6TZ	   10.77	    5.49	   0.054
8G8	    5.11	   -1.66	   0.054
8IB	 -126.10	 -131.52	   0.054
8YX	   -7.28	  -13.42	   0.054
94W	  -72.15	  -79.84	   0.054
9HP	  -27.76	  -34.06	   0.054
9MG	  -98.59	 -106.49	   0.054
9UW	  -22.61	  -27.12	   0.054
ATQ	 -101.74	 -105.82	   0.054
BMD	  -38.18	  -39.62	   0.054
BPZ	  -32.10	  -37.67	   0.054
BVH	    6.43	    2.53	   0.054
C2U	  -87.72	  -94.45	   0.054
DDA	  -31.03	  -37.10	   0.054
DK6	  -52.94	  -55.80	   0.054
E01	    2.59	   -4.17	   0.054
EKU	 -199.59	 -206.35	   0.054
EM6	  -12.91	  -24.90	   0.054
EUN	 -124.75	 -132.40	   0.054
EXU	 -117.64	 -124.86	   0.054
FOP	  -24.74	  -27.69	   0.054
GJP	 -166.81	 -179.92	   0.054
H33	 -148.98	 -154.39	   0.054
HMU	 -157.67	 -161.66	   0.054
I75	    4.44	   -1.26	   0.054
IOB	  -11.74	  -13.82	   0.054
IPU	 -141.39	 -144.77	   0.054
IQD	  -45.37	  -50.27	   0.054
IS7	   39.39	   35.33	   0.054
KYD	  -71.95	  -78.74	   0.054
MRD	  -47.56	  -51.35	   0.054
NCR	  -40.93	  -45.82	   0.054
NMU	  -96.93	 -100.70	   0.054
NNO	  -44.29	  -51.71	   0.054
P72	 -125.43	 -129.67	   0.054
PHN	   25.32	   19.73	   0.054
PY7	  -18.96	  -20.96	   0.054
PZ8	  -45.58	  -52.12	   0.054
QPK	    9.63	    5.44	   0.054
RW1	   -1.22	   -4.48	   0.054
T9S	  -52.03	  -56.78	   0.054
TEP	 -142.59	 -148.10	   0.054
VOK	 -137.59	 -141.60	   0.054
W0N	    7.58	    1.28	   0.054
WL1	   -9.75	  -13.26	   0.054
WQJ	   -0.42	   -5.83	   0.054
XDF	  -61.14	  -67.63	   0.054
